feed_id,uid,ptid,likes,comments,post_age,textlength,hashtags,latitude,longitude,urls,RankScore
404898,4bebe923-6e64-41f8-91ba-7704b449ce11,39edd68c9dcc4e95bb82dfa718164aa8,20,2,172845,34.0,0.0,43.689751,-79.535809,3,7.4769502214833375e-34
404780,05f2e972-49c5-4e1d-8a67-c179d4641030,3f71e058c6b14dc79d3f6cb75b74fe3b,15,3,173193,77.0,4.0,31.663415000000004,-7.898434,5,7.459261645387891e-34
405704,998fd79c-8637-4d3a-9ae5-5c914d9ad2e4,2856c89f43394509b5a32763d3ef221a,20,4,170731,14.0,0.0,13.472724,100.998662,5,7.459002287857906e-34
405730,5c3bff02-6f35-4caf-b0a7-d86f6226f78f,a8d38d1b3aa14555980b29d97938ccde,7,1,170644,59.0,1.0,-6.158348,106.83221100000002,1,7.446664874519858e-34
405249,6388b640-48cc-40b0-a9fb-b349b0b00948,0025873604e74743b83665b35918d36a,10,0,171918,23.0,0.0,28.643982,77.18847099999999,1,7.41067836168594e-34
405477,1411395a-68a7-44a8-9ecc-90922b7c344c,6a45b1fa3b1e4b23a25e295ae320198c,28,10,171416,20.0,0.0,14.618992,121.10342299999999,1,7.39070493760996e-34
404904,021eb99b-a834-43e4-b0aa-c61a0080d806,6fdce87cdf334b33859c5bcfb5c35c3a,25,0,172834,23.0,0.0,48.891017,2.401783,1,7.36634703869658e-34
404882,44861c72-6aae-416d-9e0a-9e07b8f35560,d537decb6fa74b959a918383e163e8ca,6,1,172877,47.0,0.0,38.518803999999996,-91.570104,1,7.363001932007603e-34
404858,ddcf3740-cb95-4f6d-bc83-bdc30f07e958,e96ac7b46a4045a19716220afe62cfab,2,0,172971,27.0,0.0,50.908638,-114.10046000000001,1,7.359361744529105e-34
404950,44861c72-6aae-416d-9e0a-9e07b8f35560,289e76d1306144b2a56b72a6ff6b28c6,29,12,172686,18.0,0.0,38.518392,-91.570104,1,7.358771645219427e-34
405471,a40f1c0a-8de8-48b7-9612-0a72f9503d34,c5c32a0997184ad7a15bf85334580c2a,1,0,171433,1.0,0.0,30.439838,-9.644401,3,7.345674645136572e-34
404322,ddcf3740-cb95-4f6d-bc83-bdc30f07e958,ca2b96e1685e4315a9bd4239370ef922,63,16,174235,112.0,0.0,50.908638,-114.10046000000001,1,7.337676384783204e-34
404068,6a992125-deff-4c24-a609-53c999af0b33,fe6be62f8e9f4d0db8fe34ab7549c9c3,13,2,174926,332.0,5.0,1.506337,110.32386100000001,5,7.337674190196721e-34
405355,80f2919f-2792-4834-86ef-c9ed50b12951,2a7116f2ec764df7a765aa8d314e4bb4,16,4,171742,6.0,0.0,30.009486,-90.228887,5,7.336150481740508e-34
405735,10674cd1-e50f-411c-924e-9a63d98103b3,04e2b710fc714cd18367e30189e85100,27,1,170627,28.0,0.0,7.889736999999999,98.29372099999999,1,7.3313539976003845e-34
404996,1634c329-eebe-4cb8-b762-94b4f889cc22,5bd4b150cbde49c188865092d0122540,25,1,172495,31.0,0.0,35.666321,139.730997,1,7.323856937094108e-34
405495,be4e5371-e6ed-4051-9142-9b8f2955a06e,2ba2ee8c43d44b8e911e3699fe31e1f1,7,2,171353,1.0,0.0,27.719864,85.304426,1,7.307178221499948e-34
404671,e5bb2dc0-d356-4803-b91d-77089c2a5598,d26f7bec54244bafb806f9fcdb24269d,16,3,173397,55.0,6.0,45.649288,21.192027,4,7.288502347357791e-34
405804,e1200d2e-72c8-478a-90bb-5f3ffd119b41,c5324e2bd04f4604bce10d2f46b3861f,19,1,170444,11.0,0.0,13.708796,100.438749,1,7.287115210835975e-34
405184,f6796358-91c6-4bfd-b4e1-f545717838c0,18798a3d4c764f4ab33afd29eb515d22,6,1,172044,16.0,2.0,31.513816,74.284152,1,7.27739378932487e-34
405515,3a051b6e-8f22-4aad-ab13-eb9251d6b4b0,7b0bba496f324562b133893d96986599,17,6,171260,11.0,0.0,18.80602,99.017924,1,7.235619181300891e-34
404900,021eb99b-a834-43e4-b0aa-c61a0080d806,38d4aa5fe9084c07b1e13167d4d27724,4,0,172841,21.0,0.0,48.891017,2.401783,2,7.230829714232567e-34
404607,18db642f-e9a3-4961-b21b-f973c5c067d3,391e4ae4edfa4e308ce5bb0351f9d711,8,0,173511,114.0,5.0,25.26768,55.307235999999996,1,7.228577191555206e-34
406730,3f3ca3fedf9a4a12b109084c66fad67a,9f451e3bdfc44b5a8942d10d821137ac,15,1,167605,21.0,2.0,-6.182419,106.73878899999998,5,7.227694489107216e-34
405850,ceacbfdf-278c-40ac-b035-97d55bb46462,2ea83d5c3d624c2dabe4fb64b6566ef5,0,0,170338,38.0,0.0,1.1030209999999998,104.35663100000001,1,7.196320538372579e-34
405570,80c551c8-4192-4937-9257-0325cf1461ef,50fda7b639294330978240f025bd6bd8,6,4,171100,1.0,0.0,22.597693,88.384164,1,7.193868585577815e-34
406179,72ed79b0-8b63-4b45-99cc-2916a2728731,799fdd7078c347a48946981feafb29f5,14,0,169243,9.0,0.0,6.910366000000001,80.08774100000001,1,7.187753096576392e-34
404244,712ef2f3-7712-4d30-b2bc-aaf37adbb62c,2fd867be3a2d4b428b001b6c183855c5,24,5,174515,320.0,7.0,-26.253921000000002,28.358559999999997,5,7.171908033970551e-34
405034,ed74488d-b4b7-4dc0-94dc-35f790cfc248,c623199d83da4d218f01e6708343891e,14,8,172386,1.0,0.0,40.607085999999995,20.784411,1,7.1620100103490125e-34
405429,1a0610b6-a8b3-4002-989d-65f6ab076b5b,6fbc0630082a4815b536a0635e4e7c77,11,0,171568,41.0,0.0,13.58325,100.855118,1,7.161937987002395e-34
403221,781ba52d-fe57-4210-ae0e-d82c2a2f234e,7ba39a849b69464582feb52a2cde9461,59,16,177561,1033.0,2.0,34.374665,73.471111,1,7.142861827118067e-34
404816,15448ceb-a42b-4fa5-9ab0-325b91b8d0cd,31bd4d7cf68c474aacabdbfdfb834a7f,47,7,173107,58.0,0.0,34.015,-6.83272,1,7.142493497518994e-34
405079,1634c329-eebe-4cb8-b762-94b4f889cc22,9b22ce8431db4750b955982e9d04d610,38,5,172250,10.0,0.0,35.729581,139.70971699999998,5,7.141534642577739e-34
405312,011b7776-a5cd-4c4a-98c5-43f89f322f77,1c08290d763e4a7d9153c9f3b0ce78cd,13,2,171805,29.0,0.0,21.134445,-86.84086500000001,3,7.135140082849231e-34
403916,0e67056e-3504-412c-b5b4-73255b73a9d9,f48ab84b0476445783a08c3e55f48b1d,13,3,175397,476.0,8.0,-33.411171,151.464427,1,7.131271148602026e-34
404715,17c207a7-0309-45b4-af0f-635183f64300,dc07d5567be244dd90c6428193c0cbc6,42,9,173334,48.0,0.0,44.098292,9.743648,1,7.122069215935796e-34
404880,9d357320-20f3-45e0-9f58-3bb63446bb3b,2f813fe5fb314c55b7a6984fafc0e54d,18,0,172884,26.0,0.0,46.903438,-96.801864,1,7.120582250971109e-34
405099,3a1a1c74-e9e7-4730-97c1-4c643e1dd4c8,d8921ba384474731bdd8e10643301479,14,5,172222,55.0,0.0,14.741620000000001,121.153967,1,7.117819516444372e-34
404727,dadd054a-71ad-48b3-ad42-7e1a08f474fa,5a847dd390d840d2865092a670371efa,26,4,173312,31.0,0.0,54.56951,-1.3212409999999999,1,7.116068293372605e-34
405068,b455b59e-9a61-4708-a757-1f68fcd9bc0d,3388e0a14bb849f5ba6ba1cc4071e154,14,2,172269,102.0,0.0,-3.362919,36.732121,5,7.1124040880435555e-34
404967,393ba9c6-90b2-43d1-b068-dfd02e3add1d,dd3d04493da846bd9ad0163bbc306d43,23,2,172591,72.0,3.0,15.471162,-87.99691700000001,1,7.109542939530597e-34
405149,2068010f-39d7-4ef2-a875-3866464c921c,c06ead97ddcc4247896fef1590e30ce2,10,1,172108,60.0,0.0,13.037984,100.92667800000001,2,7.097867388275512e-34
405045,2fe926d3-ba9a-40c6-be38-d8e8ab335cc1,d07a01be5d3b42519b7fb1bcaf133682,24,8,172349,31.0,0.0,25.8651,-80.3245,1,7.095562030877172e-34
